N,P,K,temperature,humidity,ph,rainfall,label
57.07,32.07,71.41,20.7446,64.0977,5.7089,142.0416,cardamom
53.29,38.23,71.57,16.1858,66.2575,5.1409,158.7727,cardamom
38.3,53.86,58.93,17.6672,76.9492,5.3419,161.9738,cardamom
51.08,44.82,68.97,16.334,67.1622,6.1514,159.8915,cardamom
53.98,42.66,70.14,16.6645,74.3753,5.6589,168.3654,cardamom
49.99,28.29,63.91,17.7626,80.2315,5.8668,170.3686,cardamom
43.99,35.64,70.67,19.5555,62.1001,5.2993,171.4564,cardamom
48.59,50.03,66.06,19.7491,83.9078,5.4244,181.2939,cardamom
56.31,38.11,72.02,15.6965,86.9921,5.4759,179.0019,cardamom
52.75,55.36,55.79,18.1337,90.0521,5.8221,145.4689,cardamom
53.26,43.14,65.04,16.9636,87.3184,5.35,170.2488,cardamom
48.26,38.95,65.41,19.5995,93.8889,5.7109,158.8192,cardamom
52.99,37.8,55.9,18.6875,78.6104,5.4998,180.2942,cardamom
35.26,39.54,56.57,22.5171,82.642,5.0754,187.433,cardamom
49.69,29.84,52.91,19.7211,75.2418,5.499,180.6243,cardamom
47.33,46.81,64.32,18.786,81.6395,5.8865,196.5905,cardamom
50.19,43.09,60.92,19.4754,77.9624,5.5021,179.2957,cardamom
41.79,38.21,54.96,18.7127,65.359,5.385,182.9835,cardamom
52.59,39.22,72.52,22.6829,66.47,5.9983,156.0894,cardamom
63.46,45.67,66.8,19.3295,89.6629,5.6365,167.6268,cardamom
50.57,54.21,58.93,20.9121,78.086,5.0164,178.3488,cardamom
50.33,50.72,65.42,21.5793,86.9423,5.3989,172.3284,cardamom
67.55,41.3,62.33,18.678,73.0326,5.5938,154.2966,cardamom
43.37,34.24,53.06,16.3927,70.7528,5.5824,154.1473,cardamom
53.46,29.27,65.92,19.0386,76.3993,5.6788,140.8429,cardamom
61.06,40.86,75.48,21.2746,82.4963,5.4435,173.5809,cardamom
47.27,34.52,73.88,16.609,86.7446,5.4258,152.5435,cardamom
55.97,41.09,64.72,20.5056,78.3036,5.5049,178.075,cardamom
51.17,42.03,60.95,21.6795,81.5756,5.7781,178.8618,cardamom
42.48,45.02,67.94,22.7832,75.9944,5.2605,171.3274,cardamom
48.85,31.8,65.87,21.3556,87.1908,5.4748,173.9238,cardamom
49.78,33.79,63.03,20.5854,87.2972,5.5868,183.2781,cardamom
45.55,37.8,77.02,20.3722,71.5033,5.3117,185.2509,cardamom
38.75,41.82,61.23,17.5842,79.6815,5.6618,134.5401,cardamom
47.12,41.41,70.7,18.1069,70.031,5.6221,178.5783,cardamom
39.53,58.05,65.01,16.5356,82.7139,4.7759,175.3054,cardamom
53.79,24.19,65.04,20.1439,74.2395,5.5119,172.4387,cardamom
53.84,47.77,52.44,20.8814,71.4191,5.996,175.0956,cardamom
41.08,47.41,71.71,20.2354,62.7199,6.0238,163.2675,cardamom
50.57,33.59,69.86,20.5674,84.581,5.7389,132.0416,cardamom
40.59,36.69,65.32,21.5193,78.3497,5.9445,158.916,cardamom
47.47,52.33,71.24,17.3458,78.7575,5.4465,140.5782,cardamom
45.32,35.64,66.91,20.1257,82.8227,5.6993,143.2225,cardamom
53.36,35.76,54.92,20.493,71.6672,5.5573,184.0439,cardamom
38.66,40.84,57.21,19.0622,70.5726,5.734,159.8299,cardamom
56.88,43.59,63.58,15.7485,80.8452,6.1457,172.0323,cardamom
58.59,46.98,52.16,17.9516,85.1068,5.8508,168.0657,cardamom
48.99,47.28,71.86,18.9835,80.7248,5.3801,188.0824,cardamom
40.58,45.47,62.49,20.2992,88.2194,6.0531,169.1206,cardamom
35.35,26.64,64.96,20.0669,80.9508,5.5868,159.0368,cardamom
57.67,39.71,57.13,23.8466,80.569,5.7281,190.2135,cardamom
63.89,44.65,68.53,21.8873,82.7556,5.4174,160.5186,cardamom
50.3,44.79,63.0,19.954,75.3765,5.7581,174.2586,cardamom
41.86,35.03,61.72,20.2424,68.3026,5.6396,175.4656,cardamom
42.33,32.84,73.88,22.5414,77.1331,5.8961,149.37,cardamom
58.27,32.36,73.17,22.6182,81.9969,5.3242,181.8071,cardamom
51.18,43.26,69.25,20.6682,70.9837,5.8327,188.3094,cardamom
50.93,46.9,88.57,27.435,83.8696,6.0114,296.9421,pepper
60.24,57.6,69.91,28.9768,89.6204,5.8252,259.9595,pepper
70.72,49.33,75.27,29.2122,87.002,5.3351,226.532,pepper
47.0,56.86,89.8,30.5472,94.2869,5.8693,197.1326,pepper
65.03,43.21,82.75,26.2394,84.3841,5.2742,212.8291,pepper
50.01,49.51,78.12,26.7678,88.9029,5.7193,211.3728,pepper
57.44,47.16,87.6,28.0731,87.0445,5.6843,220.5375,pepper
58.31,54.75,75.14,30.1151,86.5289,5.319,229.2427,pepper
50.57,47.96,74.88,28.6559,87.615,4.802,238.9909,pepper
52.71,51.89,82.34,28.1582,95.6025,6.0172,262.231,pepper
59.42,50.98,82.89,29.8366,92.2154,5.6466,212.8424,pepper
71.01,59.19,78.06,27.404,85.7185,5.5072,201.4528,pepper
63.85,55.3,81.89,29.7543,84.9462,5.5066,250.2819,pepper
46.89,54.03,94.67,30.6026,84.0883,5.8412,261.31,pepper
63.73,52.14,83.71,27.7704,88.5782,6.2648,221.2097,pepper
60.33,46.63,74.8,25.6756,80.4191,5.816,254.9048,pepper
54.94,45.86,84.19,28.2185,86.9224,5.6286,248.9458,pepper
56.5,53.94,67.05,30.4664,89.9103,5.6001,194.4156,pepper
63.98,42.1,96.9,28.7403,84.3727,5.6274,217.9937,pepper
47.42,51.74,74.51,25.9362,88.2033,5.1487,221.5114,pepper
54.82,52.75,85.65,29.9054,89.327,5.7048,275.7493,pepper
50.84,42.13,85.3,29.1931,79.189,5.0413,243.1893,pepper
53.61,51.61,77.75,29.4994,89.0321,5.6547,220.9252,pepper
62.63,52.04,94.4,29.6994,85.7057,5.3349,216.6629,pepper
60.39,66.55,100.46,27.1862,97.2374,5.803,197.4617,pepper
65.37,52.07,78.02,29.5878,88.9906,5.6332,255.455,pepper
41.97,58.13,89.69,27.0317,83.4055,5.3772,240.7038,pepper
57.84,55.13,76.1,26.2275,78.9147,5.1463,245.6278,pepper
59.14,53.81,94.57,26.7566,87.7522,6.0167,203.7173,pepper
46.89,57.81,94.12,29.0392,94.5304,5.4698,248.1875,pepper
54.49,41.9,92.08,27.3863,84.9747,6.1089,226.7624,pepper
59.83,51.38,70.75,30.2134,89.573,5.0691,216.0032,pepper
62.57,53.97,79.66,29.6717,91.7014,5.4115,243.2882,pepper
62.78,45.26,79.77,29.0109,91.4392,4.7123,205.598,pepper
44.23,51.67,79.23,30.0701,87.9798,5.7647,235.9388,pepper
54.96,52.66,94.63,26.2374,84.7088,5.7934,226.1601,pepper
47.76,50.82,69.51,29.4348,86.7016,5.2882,255.5956,pepper
59.95,45.79,87.12,28.8613,82.6509,5.271,251.6216,pepper
56.55,46.72,89.95,26.0899,83.2862,5.364,233.9991,pepper
55.0,49.76,78.38,26.9199,92.9486,5.416,238.1803,pepper
85.34,54.69,88.04,27.7619,89.6756,5.3042,245.1693,pepper
51.59,52.67,87.53,27.7189,89.4381,5.8783,231.7998,pepper
59.87,53.39,81.83,27.9384,84.4134,5.3359,214.0106,pepper
63.83,50.38,92.69,27.0709,93.9865,4.8363,221.3759,pepper
62.86,46.12,79.65,30.2187,86.8378,5.4108,205.1473,pepper
64.63,49.85,92.71,26.1484,88.6561,5.3207,252.359,pepper
62.84,46.17,85.05,26.1925,93.8243,5.0423,240.7539,pepper
57.36,30.8,81.51,26.5862,84.3865,5.5662,222.6923,pepper
60.09,51.91,82.21,27.0469,84.8234,4.8259,216.0531,pepper
54.75,50.18,72.89,26.9299,93.1679,5.6333,237.1991,pepper
54.06,60.66,81.1,30.5196,92.0696,5.4884,200.9144,pepper
49.45,56.82,75.02,27.0122,89.7183,5.3028,208.4891,pepper
66.3,55.33,86.12,27.8176,77.1113,5.0989,231.5691,pepper
68.83,45.0,91.2,26.1066,94.3956,4.9878,285.7043,pepper
55.3,59.14,87.66,27.2962,84.9501,5.8086,241.9527,pepper
59.38,52.99,78.3,28.9021,85.1004,5.3952,236.0766,pepper
72.8,49.5,81.88,29.0207,86.9994,4.9125,206.2428,pepper
68.98,46.52,86.21,29.4762,82.0107,5.4959,211.4733,pepper
67.13,47.42,86.64,26.5035,94.0923,5.4044,261.8389,pepper
62.15,50.2,97.1,26.9899,88.8611,5.9945,221.8384,pepper
54.98,44.81,88.99,29.2264,91.4969,5.3558,233.5544,pepper
55.88,52.27,85.18,27.9637,84.127,5.8428,245.0198,pepper
61.88,50.84,84.83,27.9093,92.9331,5.4234,222.759,pepper
63.51,56.81,81.22,28.8852,95.1184,5.0864,220.8307,pepper
52.25,50.96,84.0,29.495,81.6274,5.665,194.0548,pepper
69.97,39.25,89.74,26.9521,82.375,5.9262,205.2523,pepper
71.26,49.83,78.35,27.8444,83.974,5.8174,244.9101,pepper
66.35,44.1,87.28,27.8202,92.6237,5.6099,222.3521,pepper
72.03,47.82,83.13,26.5469,88.905,5.8491,246.7069,pepper
65.11,45.39,97.74,28.4495,87.6687,5.5596,197.1346,pepper
62.19,66.63,86.36,27.1913,89.8363,5.5287,249.8492,pepper
60.41,49.62,86.62,27.9922,97.6607,4.9846,231.1276,pepper
57.46,57.02,77.15,28.9742,79.2713,5.5743,199.6454,pepper
59.96,49.86,95.71,28.4029,86.4503,6.0278,256.8422,pepper
51.67,50.41,88.06,26.6695,72.6181,4.9274,201.0535,pepper
59.33,48.67,94.91,28.3056,90.5331,5.0407,255.7006,pepper
50.65,47.13,82.53,28.2081,93.4351,5.3855,231.2891,pepper
53.59,47.28,83.99,27.1582,86.4667,5.0255,212.3393,pepper
69.83,54.62,73.04,26.7053,91.2639,5.7395,272.6649,pepper
69.46,51.58,98.76,28.231,80.3203,4.8954,240.9151,pepper
53.3,61.3,86.96,25.9042,90.3933,5.7382,258.7241,pepper
66.96,50.46,98.85,26.3981,99.0,5.8515,241.517,pepper
55.29,50.07,81.21,26.075,86.0902,5.7299,227.2382,pepper
54.69,52.28,87.77,26.182,90.0874,5.5072,212.8437,pepper
71.14,56.24,91.94,27.2817,85.0504,5.687,228.0136,pepper
51.24,52.81,86.64,29.593,88.8799,5.0956,235.5952,pepper
45.7,61.42,81.34,28.9275,93.5388,5.5909,249.9655,pepper
54.68,70.05,80.2,29.6847,90.9962,5.2836,223.3509,pepper
55.18,57.73,81.22,27.0838,87.4883,5.8118,243.298,pepper
57.02,54.63,105.36,24.9835,87.4055,5.7486,268.9269,pepper
46.23,37.99,79.03,27.104,81.9919,5.2164,235.4806,pepper
62.81,61.69,68.11,29.6915,93.0907,5.6231,188.9005,pepper
75.17,60.59,84.3,27.4097,91.7457,5.6376,233.0671,pepper
62.41,62.74,84.2,27.9673,81.7228,5.3341,229.9167,pepper
58.23,57.57,81.48,27.678,88.8794,5.5079,229.2204,pepper
65.35,45.36,79.03,29.0461,83.3657,5.679,196.8953,pepper
60.6,45.24,81.81,29.2456,85.7223,5.3402,238.0823,pepper
60.46,44.37,73.44,25.6763,92.0581,5.1899,220.2984,pepper
59.34,52.56,98.23,24.3547,92.9482,5.5797,229.6783,pepper
61.74,47.09,85.96,28.9823,91.5557,6.0192,252.8561,pepper
56.71,58.01,84.94,27.681,86.6469,5.4466,214.1464,pepper
46.97,48.0,92.41,28.9833,90.3028,5.3767,229.7473,pepper
74.79,49.72,105.68,27.5792,84.1371,5.2226,227.5502,pepper
64.24,53.85,80.79,28.7812,91.7639,5.9025,228.353,pepper
54.39,48.65,86.45,27.7971,87.9087,5.8063,222.2377,pepper
62.81,45.64,90.42,26.9207,85.6259,5.4488,223.4215,pepper
50.96,39.31,89.53,27.4051,84.356,5.2244,268.8514,pepper
63.04,58.52,91.24,27.7473,91.3922,5.2212,222.6968,pepper
65.94,45.55,91.34,28.9169,87.3156,5.2006,237.9558,pepper
68.26,49.32,80.71,27.7426,85.552,5.3274,234.3091,pepper
64.55,49.4,93.56,26.3922,85.5329,5.3037,233.6027,pepper
58.48,37.57,83.1,30.4971,81.7833,5.2417,242.5652,pepper
68.19,54.01,86.25,28.467,88.8326,5.8903,218.0749,pepper
55.58,61.83,88.92,30.0415,89.4366,6.0548,262.8312,pepper
62.39,58.72,78.31,26.3612,80.5916,5.1187,211.7588,pepper
54.16,49.37,87.47,27.6196,82.6197,5.3,228.3803,pepper
61.84,59.38,88.96,28.2863,79.7592,5.1682,205.8956,pepper
71.95,39.86,68.85,28.9869,94.0231,5.6115,251.7349,pepper
66.18,57.83,95.21,25.1688,91.0917,5.3811,211.734,pepper
67.38,46.88,77.45,25.2134,93.52,5.1393,248.6254,pepper
68.91,58.78,86.18,27.008,96.1013,6.0784,237.8278,pepper
59.44,52.25,96.23,28.8202,90.1962,5.6707,235.8762,pepper
53.02,43.57,89.23,26.9907,87.6996,5.1572,256.5573,pepper
45.17,53.73,92.32,27.8096,88.9761,6.0273,218.7008,pepper
51.33,52.01,92.88,28.0778,84.7763,5.0986,264.2739,pepper
60.94,53.67,80.06,26.7575,83.9821,5.7151,223.5526,pepper
43.74,46.39,75.7,30.1963,85.8976,6.3462,241.4976,pepper
61.42,43.8,87.32,26.8074,86.7593,5.4541,227.7457,pepper
63.95,56.3,89.7,24.9023,79.699,5.3991,245.5792,pepper
47.49,51.53,92.83,26.5265,81.8179,5.5587,209.9403,pepper
67.03,56.01,90.25,26.7497,81.6485,6.2789,234.3565,pepper
56.63,55.88,80.07,28.2605,81.4389,6.0167,232.4008,pepper
46.92,56.96,91.04,28.3375,91.1866,5.3448,241.5935,pepper
46.46,63.33,67.19,28.8802,86.328,5.6066,240.9204,pepper
59.55,53.39,94.18,30.8192,87.0362,5.823,213.0674,pepper
60.68,45.02,76.89,28.0426,89.9139,5.3499,260.7368,pepper
59.88,46.58,76.71,29.2668,92.1142,5.1039,230.7341,pepper
68.3,49.97,103.91,27.3325,90.2782,5.8795,248.071,pepper
60.5,53.48,84.46,28.4343,96.1886,5.6784,204.2606,pepper
55.36,61.65,81.96,27.4771,88.1979,5.6116,222.8774,pepper
57.44,51.02,74.77,27.776,88.9864,5.8874,255.7294,pepper
68.65,63.76,87.54,28.2495,84.9738,5.0992,267.9777,pepper
51.04,64.37,90.35,29.4758,78.5289,5.4189,241.3353,pepper
61.27,55.01,81.19,27.9192,88.395,6.4234,230.0621,pepper
61.64,56.41,66.82,27.9151,92.3194,5.6987,208.6302,pepper
68.18,48.78,97.01,28.4702,84.2886,5.7198,249.5403,pepper
60.89,63.76,81.69,29.3179,85.446,5.537,238.7435,pepper
52.35,47.54,81.51,25.8879,92.8018,4.8556,180.2284,pepper
61.54,60.41,83.72,28.3659,87.7551,5.2137,193.8786,pepper
65.75,44.77,77.56,26.0034,83.3833,5.8197,239.7059,pepper
61.12,56.48,94.19,29.9638,83.2103,5.3104,213.6918,pepper
68.77,59.8,89.81,28.5081,91.2815,5.4405,209.1295,pepper
49.55,58.36,87.9,29.8399,87.3441,5.602,229.7109,pepper
58.74,48.73,102.49,25.5027,87.2733,5.1581,239.5505,pepper
60.05,50.11,78.42,27.7467,81.1014,5.0511,263.4696,pepper
66.18,62.77,94.21,29.3055,90.385,5.4956,214.0168,pepper
67.2,48.46,66.21,30.1062,93.1624,5.3702,241.5878,pepper
60.19,48.7,89.15,28.5257,86.1879,5.5797,209.4146,pepper
57.11,62.53,102.07,27.3586,90.0466,4.9989,221.1066,pepper
61.5,51.56,75.6,27.5951,85.9656,5.3128,236.1556,pepper
50.88,51.61,97.15,26.4368,90.9693,5.7411,228.7518,pepper
56.09,64.87,72.94,30.1942,90.4692,6.531,201.9443,pepper
64.56,47.48,100.63,28.977,86.0785,5.5418,243.296,pepper
62.83,46.88,80.32,27.7311,77.3637,5.7348,248.3073,pepper
54.7,53.25,78.08,28.8159,84.0027,5.6707,283.9041,pepper
53.75,52.23,79.72,27.8343,89.7231,5.6027,236.8821,pepper
53.6,46.55,84.25,27.548,92.4199,5.7387,235.8222,pepper
54.16,57.64,82.78,26.8669,84.9763,5.1644,238.6718,pepper
61.18,52.11,83.58,26.8931,94.7227,5.375,201.9884,pepper
69.61,52.45,86.53,28.571,95.4689,5.5875,203.4957,pepper
70.58,51.97,85.92,29.5713,91.4917,5.1618,230.1826,pepper
52.63,44.68,84.05,27.4954,82.3201,5.6517,181.4657,pepper
62.64,46.28,80.46,26.8107,91.5568,4.8292,207.1242,pepper
62.25,40.93,87.43,29.4287,85.308,5.7843,221.0534,pepper
61.69,59.97,87.01,28.1186,85.0338,5.4474,254.1939,pepper
52.19,52.01,86.63,24.6516,90.2649,5.7429,237.7057,pepper
54.06,58.96,83.99,26.9421,90.1428,5.8489,198.6056,pepper
62.76,48.85,78.46,28.7029,90.2802,5.9934,231.114,pepper
56.92,60.04,84.59,26.8154,91.2847,5.594,244.8357,pepper
60.72,40.68,81.78,28.0768,87.7153,4.8934,247.7119,pepper
51.89,58.8,67.47,26.1336,80.7558,4.8835,255.0012,pepper
56.08,51.45,91.99,27.3828,98.4135,5.0574,258.3572,pepper
49.33,42.3,86.08,26.3696,86.0454,5.7521,244.5379,pepper
62.11,32.24,83.84,26.1525,84.436,5.007,242.7161,pepper
57.21,55.51,88.2,26.862,81.9257,5.418,237.1162,pepper
62.13,58.93,77.96,29.309,88.7584,5.3522,250.5324,pepper
57.07,52.43,94.88,28.6254,88.1785,5.6263,214.6674,pepper
61.89,56.22,93.65,31.0777,87.3984,5.7503,227.5028,pepper
74.44,55.12,74.7,27.1034,95.4919,5.5332,216.6136,pepper
55.81,52.39,78.94,29.5288,91.2929,5.7806,241.5381,pepper
63.93,58.71,89.4,30.7873,82.9116,5.1148,226.3054,pepper
54.73,41.66,85.97,29.6769,98.3694,5.8573,254.2957,pepper
58.94,52.69,83.86,29.7036,80.4237,5.546,233.1492,pepper
63.78,56.78,87.52,28.1812,87.4213,5.7659,255.3974,pepper
62.27,48.88,69.03,28.3472,84.3489,5.319,185.554,pepper
65.53,53.79,76.63,26.6183,89.8524,4.7822,216.1639,pepper
67.65,43.76,79.18,23.9919,91.1807,5.733,252.6397,pepper
65.32,52.53,90.1,28.3066,85.9355,5.4498,232.4471,pepper
67.36,46.95,66.77,26.5607,93.2523,5.9206,255.2292,pepper
61.7,48.38,85.45,27.3624,88.9953,5.6477,237.5199,pepper
90.66,38.95,33.31,26.8989,59.9067,6.7883,143.4696,coffee
117.93,20.89,21.03,26.0711,52.8387,6.873,120.3034,coffee
93.37,34.44,48.67,25.9629,51.7944,6.8686,142.4116,coffee
92.54,12.87,39.39,27.6496,59.3661,7.1713,141.587,coffee
108.2,28.71,32.69,26.6253,57.4414,6.4678,148.2179,coffee
90.89,20.94,18.77,26.7406,57.0424,7.1648,137.5044,coffee
87.07,31.54,20.37,27.6633,48.8284,6.9863,131.9053,coffee
92.32,30.2,43.27,27.8176,56.8675,6.8193,155.0183,coffee
108.2,26.06,21.9,24.5748,63.7872,6.5865,121.7297,coffee
121.4,20.35,33.5,27.1054,52.7161,6.7383,119.3905,coffee
100.05,34.42,42.76,26.6501,59.7936,6.8106,121.3914,coffee
92.76,27.78,30.74,27.9679,65.8322,7.2522,145.1939,coffee
112.35,23.05,21.64,24.0697,62.4107,7.1588,129.1578,coffee
93.85,24.41,17.57,24.9641,49.5299,6.7031,138.3323,coffee
95.56,27.33,32.68,25.7043,60.2494,7.3023,160.7825,coffee
104.17,27.3,22.27,28.1041,68.2544,7.0377,122.3397,coffee
111.41,30.17,30.02,25.5696,61.4808,6.9178,114.4774,coffee
100.71,34.69,22.54,25.9378,66.2615,6.7297,152.4465,coffee
96.45,35.33,25.79,24.9739,64.861,6.6557,127.4839,coffee
123.21,26.42,26.01,27.1761,50.032,6.9357,122.4245,coffee
93.29,30.98,28.17,27.0146,70.4616,6.8959,138.3855,coffee
94.4,26.6,24.82,25.1844,66.7764,6.7024,137.1333,coffee
96.12,36.49,31.99,24.4327,56.0187,7.0785,126.9823,coffee
105.51,27.07,36.98,27.1582,67.0709,6.8409,148.4306,coffee
95.33,28.85,27.48,26.7632,57.1055,6.9045,128.3131,coffee
108.17,27.82,31.83,25.0045,57.3747,7.0682,127.6298,coffee
99.48,31.23,23.45,27.0414,51.7431,7.0066,112.016,coffee
96.81,32.42,19.03,26.959,50.7565,6.3951,103.1756,coffee
94.38,37.7,32.81,27.845,59.045,6.9905,143.5445,coffee
99.75,36.48,36.16,27.2703,56.227,6.807,120.1876,coffee
104.47,28.3,16.6,25.4917,47.5897,6.6882,137.7094,coffee
99.65,27.7,29.36,24.8572,60.4511,6.813,168.9132,coffee
102.33,26.42,33.03,29.0228,61.5737,6.7235,146.9798,coffee
92.25,35.06,32.03,25.2292,60.0932,6.8317,140.4225,coffee
92.84,29.72,25.87,23.2483,60.0319,6.7948,146.3638,coffee
99.95,45.23,30.33,24.1879,60.8547,6.9719,172.3624,coffee
101.2,27.56,36.48,22.959,59.1657,6.417,111.7067,coffee
100.48,38.65,23.98,27.8319,60.4443,6.8459,137.9609,coffee
94.1,38.71,40.88,28.7322,61.5396,6.7928,162.1187,coffee
100.73,38.52,20.28,26.3748,53.9022,7.3629,144.621,coffee
100.25,25.69,36.28,23.5945,49.1376,6.3107,158.0686,coffee
98.79,27.41,30.38,27.8026,60.2348,7.0305,130.6157,coffee
93.48,26.87,26.4,26.6986,59.0601,6.9083,121.2426,coffee
105.19,38.32,17.11,27.8465,61.1712,6.9916,168.6693,coffee
99.88,24.85,38.33,26.885,65.9677,6.6882,141.1273,coffee
92.5,23.95,23.46,23.9229,57.7583,6.8798,152.3899,coffee
98.75,32.86,29.79,26.9922,57.0684,6.8364,153.3264,coffee
94.17,18.71,33.3,23.6675,61.2783,7.684,159.1928,coffee
100.03,33.38,46.65,24.8423,50.8565,6.7227,144.4167,coffee
114.28,20.01,27.51,27.5497,58.293,6.6037,145.0689,coffee
101.48,25.12,30.36,27.4758,57.2841,7.3003,147.4612,coffee
102.01,36.09,32.9,24.5842,64.1356,6.886,130.3762,coffee
114.24,24.11,30.81,24.2904,54.7903,6.9285,155.7565,coffee
102.71,30.15,24.67,26.0396,58.6363,7.0817,131.4279,coffee
104.34,36.46,40.4,29.0048,56.9108,6.8192,156.5964,coffee
101.44,20.03,26.77,26.8413,40.588,6.6952,151.9247,coffee
96.15,29.21,33.28,29.5291,54.3039,6.8331,106.9027,coffee
104.48,32.53,28.48,25.7532,57.9408,6.5898,152.1004,coffee
117.02,18.06,25.76,27.3249,51.7598,6.4369,143.5044,coffee
86.79,20.74,37.34,25.5261,57.1441,6.5892,160.0081,coffee
95.43,39.31,31.84,24.7998,67.3721,6.2095,165.9908,coffee
91.47,19.98,14.71,24.5727,64.7428,6.7089,141.6619,coffee
92.59,25.55,32.08,26.5303,44.9379,6.675,145.3553,coffee
112.23,13.89,25.61,27.9422,63.3171,6.9509,120.751,coffee
98.42,22.5,18.88,25.51,61.9322,6.8323,137.4736,coffee
107.23,33.43,36.7,28.132,57.3472,6.7652,164.8375,coffee
93.33,34.71,24.66,28.7462,41.5866,7.0944,140.0057,coffee
93.55,33.56,31.84,27.3015,63.4788,6.6957,153.9123,coffee
89.82,27.76,36.44,26.4902,54.9953,6.5225,139.6736,coffee
114.45,20.47,28.3,24.9944,59.4759,6.1681,138.2479,coffee
107.75,30.89,31.76,27.9542,51.2251,6.8062,148.6188,coffee
89.49,24.91,25.23,24.2887,52.8042,6.7867,96.3165,coffee
111.42,16.74,37.73,26.9109,64.5536,7.1173,145.5752,coffee
97.4,28.2,28.73,24.0664,69.3588,6.5831,106.2582,coffee
104.53,36.89,33.76,24.4139,55.0109,6.9875,138.7606,coffee
100.47,35.77,40.54,25.9079,68.59,6.1792,127.4699,coffee
85.63,36.24,17.04,27.056,54.9978,6.4752,122.672,coffee
91.72,30.12,25.2,27.5072,54.9137,6.8959,162.1702,coffee
113.54,21.49,28.79,26.006,48.0753,6.9723,156.794,coffee
109.39,32.11,30.89,25.3737,61.4813,6.3851,134.6578,coffee
89.78,29.06,34.31,24.8149,56.6322,6.6013,175.6723,coffee
102.08,26.2,38.55,27.05,57.0268,6.8113,154.9067,coffee
97.85,32.67,24.78,26.9922,55.3427,6.7762,137.6282,coffee
111.42,31.2,28.59,26.2663,51.0579,6.9369,111.6861,coffee
97.95,23.66,37.85,26.4525,62.3796,7.0284,138.5197,coffee
92.32,23.34,32.37,28.4025,57.5706,6.4804,130.5273,coffee
107.37,19.93,18.1,27.525,63.656,6.911,133.0628,coffee
111.89,29.8,17.52,23.8771,51.3909,6.6201,146.2027,coffee
103.94,34.35,26.58,27.3314,59.6735,6.8839,130.5765,coffee
105.72,23.86,33.86,28.0719,72.9594,6.6833,159.8142,coffee
88.05,20.54,33.73,24.7706,53.0214,7.0692,132.0491,coffee
87.22,31.52,23.75,27.4225,54.608,6.9467,124.6669,coffee
86.5,39.05,34.65,30.5086,54.5255,6.5528,149.7436,coffee
110.51,41.93,31.76,26.7236,50.7021,6.3803,139.5822,coffee
96.13,38.61,22.43,25.6464,69.6035,7.0974,152.8296,coffee
108.26,27.65,25.79,25.8488,41.8748,6.6235,142.5691,coffee
94.0,21.69,16.39,26.1968,49.4414,6.6496,119.1616,coffee
99.85,32.25,21.66,23.6342,61.2763,6.9855,144.5599,coffee
91.94,27.51,16.81,23.5649,52.8882,6.5442,126.3807,coffee
96.72,26.61,19.17,26.4057,57.7866,6.8498,142.1942,coffee
82.9,41.3,41.76,25.9269,57.7985,6.8046,131.0299,coffee
96.82,37.7,27.2,26.9946,61.4794,6.7796,136.9179,coffee
95.94,32.46,17.58,25.5763,58.5732,7.0988,140.6472,coffee
83.05,27.32,32.93,26.1239,55.279,6.9165,151.0081,coffee
104.25,28.05,32.03,27.4259,58.906,7.0448,131.7295,coffee
105.74,17.19,31.35,22.5861,56.7506,6.7376,98.1565,coffee
93.38,35.32,23.89,24.6254,69.8615,6.619,125.6509,coffee
87.95,37.08,34.36,25.2147,53.9706,7.0597,142.0054,coffee
117.3,22.65,22.32,25.7621,61.8876,6.6573,157.7274,coffee
102.56,23.6,35.56,23.8741,64.3951,6.8309,144.4955,coffee
76.2,34.83,36.19,24.6371,48.7497,6.9059,154.9356,coffee
95.72,25.73,29.55,27.0489,50.2102,6.6076,142.3646,coffee
93.48,35.95,19.75,26.6974,71.5153,6.6084,143.2707,coffee
92.75,22.53,35.62,21.8111,53.2607,6.7321,136.3692,coffee
110.92,25.82,25.92,25.6622,58.0851,6.986,155.7412,coffee
102.53,31.63,31.92,25.7866,56.7833,6.8865,164.6908,coffee
106.35,25.73,34.84,24.6304,57.7323,6.4617,125.5309,coffee
98.62,25.33,24.33,25.787,55.394,7.2882,143.3708,coffee
108.53,25.17,45.02,26.5889,58.8474,6.895,122.1211,coffee
96.27,32.86,29.69,27.0726,52.3104,6.6941,165.072,coffee
102.33,34.74,25.3,26.1518,56.4334,6.7619,142.5643,coffee
104.87,31.45,37.0,26.9703,44.2016,6.7395,139.7013,coffee
93.77,23.12,40.85,26.0164,57.1855,6.707,122.9206,coffee
79.03,37.58,15.53,22.5728,60.344,7.0914,136.6188,coffee
83.07,29.79,20.33,25.7993,64.7149,7.3941,138.8659,coffee
123.12,35.35,24.57,24.1566,66.0334,6.6718,123.8892,coffee
106.51,18.97,44.79,26.1702,55.3589,6.6856,142.2642,coffee
106.98,36.17,26.65,25.67,63.8842,6.7775,127.1196,coffee
114.21,25.39,40.65,25.6559,49.9421,6.4559,146.5201,coffee
88.75,24.9,31.54,24.7433,54.3785,6.932,125.2085,coffee
92.76,30.84,19.85,25.4017,69.3458,6.8467,142.3565,coffee
88.95,13.65,36.16,26.4605,59.2769,6.8374,137.0947,coffee
123.57,30.45,32.22,24.6299,59.6303,6.3368,144.5207,coffee
